t,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v,4_x,4_y,4_z,4_v,5_x,5_y,5_z,5_v,6_x,6_y,6_z,6_v,7_x,7_y,7_z,7_v,8_x,8_y,8_z,8_v,9_x,9_y,9_z,9_v,10_x,10_y,10_z,10_v,11_x,11_y,11_z,11_v,12_x,12_y,12_z,12_v,13_x,13_y,13_z,13_v,14_x,14_y,14_z,14_v,15_x,15_y,15_z,15_v,16_x,16_y,16_z,16_v,17_x,17_y,17_z,17_v,18_x,18_y,18_z,18_v,19_x,19_y,19_z,19_v,20_x,20_y,20_z,20_v,21_x,21_y,21_z,21_v,22_x,22_y,22_z,22_v,23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v
0.0,1.2280218601226807,0.6984913945198059,-1.5217217206954956,0.26411712169647217,1.172597885131836,0.7355326414108276,-1.547155737876892,0.25846022367477417,1.1474459171295166,0.7326889634132385,-1.5490912199020386,0.3008557856082916,1.1224473714828491,0.7293487787246704,-1.5513445138931274,0.32396945357322693,1.2461004257202148,0.7416272759437561,-1.5148097276687622,0.3065495193004608,1.2795523405075073,0.7444906234741211,-1.515298843383789,0.2850063741207123,1.3129489421844482,0.7473415732383728,-1.517241358757019,0.2622984051704407,1.1536329984664917,0.7206834554672241,-1.2106400728225708,0.527592122554779,1.4157097339630127,0.740945041179657,-1.022250771522522,0.4591161608695984,1.2433593273162842,0.6701784729957581,-1.3401437997817993,0.5265803933143616,1.3421992063522339,0.6807089447975159,-1.2914568185806274,0.5891028642654419,1.1692640781402588,0.5890031456947327,-1.130128264427185,0.990402340888977,1.8571804761886597,0.6119533777236938,-0.11971674114465714,0.9478181600570679,0.7448458671569824,0.2856394946575165,-1.462347149848938,0.9412730932235718,1.8827754259109497,0.2081666737794876,0.6421485543251038,0.07329753786325455,0.9157508015632629,0.5137646198272705,-1.4719843864440918,0.8434527516365051,2.0265281200408936,0.0776807889342308,0.6477478742599487,0.07968056201934814,0.9337032437324524,0.5640338659286499,-1.5633234977722168,0.685825526714325,2.072577953338623,0.0026624612510204315,0.7306267023086548,0.12600062787532806,0.9421676397323608,0.6136640310287476,-1.3508615493774414,0.6580383777618408,2.0969958305358887,0.04719533771276474,0.469224750995636,0.14224502444267273,0.9717771410942078,0.5942943692207336,-1.3739778995513916,0.6754259467124939,2.0521492958068848,0.07396063208580017,0.5463669300079346,0.13594608008861542,1.7744829654693604,-0.11248733103275299,-0.3305676281452179,0.6039137840270996,2.1894264221191406,-0.041174814105033875,0.33505579829216003,0.5185723304748535,1.9964518547058105,-0.576282799243927,0.003703128080815077,0.11159160733222961,2.3671481609344482,-0.5226665735244751,0.7950676083564758,0.056423116475343704,2.2164478302001953,-1.0600265264511108,1.2183029651641846,0.006260411813855171,2.4749248027801514,-1.0341731309890747,1.5277210474014282,0.036713555455207825,2.229783058166504,-1.1272670030593872,1.3330843448638916,0.011329147033393383,2.4662420749664307,-1.1080206632614136,1.5859752893447876,0.05143153667449951,2.2744364738464355,-1.2101114988327026,0.8700957298278809,0.024936869740486145,2.5648365020751953,-1.1826430559158325,1.0197415351867676,0.0314822718501091
0.033,1.2379086017608643,0.6585044860839844,-1.5290213823318481,0.31718307733535767,1.1702879667282104,0.6902527213096619,-1.548099398612976,0.30143025517463684,1.1431753635406494,0.6811718344688416,-1.549742579460144,0.34675195813179016,1.1157337427139282,0.6717670559883118,-1.5519837141036987,0.3637622594833374,1.245131254196167,0.7161656618118286,-1.527618408203125,0.35179010033607483,1.2778345346450806,0.7267568111419678,-1.5280320644378662,0.3363494575023651,1.310430645942688,0.7364318370819092,-1.5299794673919678,0.3112823963165283,1.1086037158966064,0.6654383540153503,-1.1707775592803955,0.5568733811378479,1.3835093975067139,0.74090975522995,-1.0625879764556885,0.5028336048126221,1.2448503971099854,0.6219425201416016,-1.338899850845337,0.5596559643745422,1.3452260494232178,0.6568307280540466,-1.3040757179260254,0.6204575896263123,1.0681005716323853,0.5205895900726318,-1.0383914709091187,0.990573525428772,1.8179593086242676,0.6319028735160828,-0.21191520988941193,0.9523772597312927,0.7143130898475647,0.27634409070014954,-1.4674931764602661,0.9359636902809143,1.9080281257629395,0.21628139913082123,0.7990687489509583,0.08219239860773087,0.8182925581932068,0.6299527287483215,-1.4996918439865112,0.8313984274864197,2.1277523040771484,0.02752169966697693,1.5788084268569946,0.08843237906694412,0.8127444982528687,0.7328354716300964,-1.5672794580459595,0.6681296825408936,2.208305597305298,-0.05059046298265457,1.7929966449737549,0.13273318111896515,0.8274097442626953,0.7679121494293213,-1.3327497243881226,0.6407604217529297,2.237438678741455,-0.047583434730768204,1.6107332706451416,0.1488502323627472,0.8719469904899597,0.7350369095802307,-1.393058180809021,0.6604443192481995,2.172654151916504,-0.027449196204543114,1.5379389524459839,0.1428869664669037,1.7050139904022217,-0.12290524691343307,-0.2820999026298523,0.6321588158607483,2.131105661392212,-0.03765573725104332,0.2831813395023346,0.5502107739448547,1.9701189994812012,-0.5768829584121704,-0.09659024327993393,0.10943781584501266,2.349520206451416,-0.4826599061489105,0.7428267598152161,0.05419354513287544,2.1915316581726074,-0.9975276589393616,1.6690977811813354,0.005990586243569851,2.4898908138275146,-0.9501394033432007,2.043447256088257,0.034942686557769775,2.20143723487854,-1.050926685333252,1.8739252090454102,0.01090924721211195,2.494701385498047,-1.021744966506958,2.1875205039978027,0.048813022673130035,2.279499053955078,-1.1438324451446533,1.5904866456985474,0.023704690858721733,2.5951895713806152,-1.0905133485794067,1.7366578578948975,0.030015507712960243
0.066,1.1884583234786987,0.6586229205131531,-1.4195294380187988,0.3605223596096039,1.0550998449325562,0.7208263278007507,-1.4484961032867432,0.3413216471672058,1.0373785495758057,0.7176592946052551,-1.449723720550537,0.3861755430698395,0.9692771434783936,0.699207067489624,-1.4517306089401245,0.39992961287498474,1.1924567222595215,0.7154335379600525,-1.4458585977554321,0.39510706067085266,1.2259860038757324,0.725601315498352,-1.446608543395996,0.3835155665874481,1.2593414783477783,0.7352281808853149,-1.44866943359375,0.3608699142932892,1.0349195003509521,0.6725791692733765,-1.0986204147338867,0.5783292651176453,1.3320586681365967,0.7437232136726379,-1.0407484769821167,0.5440118908882141,1.1875417232513428,0.6259342432022095,-1.226258397102356,0.5905033349990845,1.2952316999435425,0.6569194197654724,-1.2142109870910645,0.6510173082351685,0.980992317199707,0.5311094522476196,-0.9030627608299255,0.9909381866455078,1.8009828329086304,0.6472530961036682,-0.20628519356250763,0.9565640091896057,0.6579322814941406,0.2557966411113739,-1.4763458967208862,0.9214673638343811,1.9405890703201294,0.22796227037906647,0.7789841890335083,0.09512986242771149,0.6916816830635071,0.45042353868484497,-2.162585735321045,0.8050950169563293,2.2122642993927,0.02100764587521553,1.277401328086853,0.09754575043916702,0.6721109747886658,0.4965742230415344,-2.3152213096618652,0.6444963216781616,2.3000030517578125,-0.056859202682971954,1.4248567819595337,0.142560213804245,0.6854420304298401,0.5359750390052795,-2.139531135559082,0.6183202266693115,2.3107824325561523,-0.04984442517161369,1.2141462564468384,0.16019830107688904,0.7384510636329651,0.5252052545547485,-2.1081626415252686,0.6409549713134766,2.235811233520508,-0.027686478570103645,1.2139637470245361,0.15586012601852417,1.6392228603363037,-0.06713391095399857,-0.27086499333381653,0.6644560098648071,2.0875086784362793,0.028471358120441437,0.2723405361175537,0.5883380770683289,1.9539903402328491,-0.5623271465301514,-0.1419449746608734,0.10261096805334091,2.3392646312713623,-0.4524306356906891,0.6741843819618225,0.051982857286930084,2.1676981449127197,-0.9759109616279602,1.6714895963668823,0.005598988384008408,2.4975385665893555,-0.9164493083953857,1.9460068941116333,0.0327826626598835,2.181121826171875,-1.0294134616851807,1.8677293062210083,0.01016027107834816,2.5148983001708984,-0.9774734377861023,2.074336290359497,0.04524214193224907,2.272995710372925,-1.1162142753601074,1.4247338771820068,0.022182349115610123,2.5816376209259033,-1.0737556219100952,1.4930651187896729,0.028038527816534042
0.1,1.1734501123428345,0.693085789680481,-1.2821775674819946,0.41412368416786194,1.0675609111785889,0.7422714829444885,-1.2952390909194946,0.39212310314178467,1.0449029207229614,0.7376925945281982,-1.296164870262146,0.43558207154273987,0.9938674569129944,0.7258365750312805,-1.2978408336639404,0.4470089375972748,1.1774500608444214,0.7528687715530396,-1.292801856994629,0.44450947642326355,1.2093783617019653,0.7619389891624451,-1.2935572862625122,0.43450620770454407,1.2410919666290283,0.7707087993621826,-1.2955348491668701,0.4125193953514099,1.0145469903945923,0.7138413786888123,-0.9658815860748291,0.6103657484054565,1.3027093410491943,0.7822341918945312,-0.9209458231925964,0.5853802561759949,1.1627583503723145,0.6552082896232605,-1.1079901456832886,0.626878023147583,1.2686562538146973,0.6826218962669373,-1.0972017049789429,0.6824437379837036,0.9222592711448669,0.5315370559692383,-0.706978440284729,0.9913455247879028,1.7121813297271729,0.6867355704307556,-0.24279853701591492,0.9603186845779419,0.6643354296684265,0.2674085199832916,-1.1685731410980225,0.9137125015258789,1.8706849813461304,0.3268029987812042,0.7705255746841431,0.1085214614868164,0.7229357957839966,0.465160995721817,-1.5425347089767456,0.7869573831558228,2.1461191177368164,0.0826176106929779,1.5591920614242554,0.10094820708036423,0.7207430005073547,0.5146521925926208,-1.583406686782837,0.6323918104171753,2.2513070106506348,0.004805692005902529,1.7310060262680054,0.14647167921066284,0.7248626947402954,0.5568658709526062,-1.4704328775405884,0.6070651412010193,2.2276840209960938,-0.005602332763373852,1.5730006694793701,0.16412092745304108,0.7688426971435547,0.5429214239120483,-1.5089441537857056,0.6299849152565002,2.144033193588257,0.012353027239441872,1.5198919773101807,0.16188672184944153,1.5814104080200195,-0.02368703857064247,-0.18291504681110382,0.6909828186035156,2.020719289779663,0.0773477554321289,0.18462491035461426,0.6201135516166687,1.889493703842163,-0.4151946008205414,-0.1233697235584259,0.14014774560928345,2.3171815872192383,-0.3031204044818878,0.42766618728637695,0.07774479687213898,2.169616937637329,-0.7921727299690247,1.582124948501587,0.012529944069683552,2.4706215858459473,-0.7450940012931824,1.4452980756759644,0.04435690492391586,2.1871771812438965,-0.8382681608200073,1.7556606531143188,0.017697080969810486,2.468385934829712,-0.818663477897644,1.5280241966247559,0.057032641023397446,2.272138833999634,-0.9643286466598511,1.3024654388427734,0.03203018009662628,2.5887274742126465,-0.8885419368743896,1.0197097063064575,0.03671872988343239
0.133,1.1756268739700317,0.6964923143386841,-1.219084620475769,0.4571152627468109,1.0737224817276,0.7452824711799622,-1.246277928352356,0.43003514409065247,1.0530823469161987,0.7413875460624695,-1.2472209930419922,0.4727274477481842,1.005212426185608,0.7330397367477417,-1.2486680746078491,0.4830865263938904,1.1803940534591675,0.7570880651473999,-1.238045573234558,0.48488885164260864,1.2125688791275024,0.7650312781333923,-1.2382527589797974,0.4739847779273987,1.244586706161499,0.7727144360542297,-1.2404676675796509,0.45311087369918823,1.011061668395996,0.7341897487640381,-0.9193869233131409,0.6363646984100342,1.308235764503479,0.7891256213188171,-0.8419511318206787,0.6210387349128723,1.1647192239761353,0.6608563661575317,-1.0446748733520508,0.657465934753418,1.271450161933899,0.6843671202659607,-1.0250638723373413,0.7098285555839539,0.894497275352478,0.5820409059524536,-0.6684580445289612,0.9916226863861084,1.6886545419692993,0.7007935643196106,-0.23379270732402802,0.9634498953819275,0.642455518245697,0.4089033305644989,-1.2329025268554688,0.9158053994178772,1.8541885614395142,0.355045348405838,0.7802662253379822,0.12931905686855316,0.7351574897766113,0.6945272088050842,-1.4063321352005005,0.7826034426689148,2.0805139541625977,0.16524460911750793,1.562757968902588,0.10643448680639267,0.7405610680580139,0.7720515131950378,-1.4412329196929932,0.6271619200706482,2.1760330200195312,0.09620870649814606,1.7125256061553955,0.15050159394741058,0.7422966957092285,0.7948938012123108,-1.264045238494873,0.6018955111503601,2.139967918395996,0.10275335609912872,1.5593334436416626,0.16864019632339478,0.7843364477157593,0.7701862454414368,-1.3446197509765625,0.6277345418930054,2.0662293434143066,0.12218156456947327,1.525565505027771,0.16855500638484955,1.5546059608459473,0.03216622397303581,-0.11244568228721619,0.7161142826080322,2.0100042819976807,0.11686397343873978,0.11552555859088898,0.6514674425125122,1.898645043373108,-0.41678324341773987,-0.11737208813428879,0.1622505486011505,2.3186275959014893,-0.31702035665512085,0.2945743501186371,0.09169503301382065,2.2345986366271973,-0.8203638195991516,1.0974000692367554,0.014522484503686428,2.525155782699585,-0.7876394987106323,1.0172462463378906,0.04854673892259598,2.273721218109131,-0.8666888475418091,1.2076175212860107,0.02038111723959446,2.5280206203460693,-0.8673778176307678,1.0619953870773315,0.061098020523786545,2.3816940784454346,-0.9992085695266724,0.6866896748542786,0.034926529973745346,2.6739566326141357,-0.928745687007904,0.38117730617523193,0.0383182093501091
0.166,1.1293878555297852,0.723117470741272,-1.202114462852478,0.4966481924057007,1.0457655191421509,0.7745171785354614,-1.2218257188796997,0.4739740192890167,1.018513798713684,0.7710517048835754,-1.222296953201294,0.5133858919143677,0.9816660284996033,0.7660009860992432,-1.223561406135559,0.5241199731826782,1.1357513666152954,0.7861255407333374,-1.2076994180679321,0.5254896283149719,1.1657441854476929,0.7915672063827515,-1.2080304622650146,0.513320803642273,1.1953872442245483,0.7968538999557495,-1.210050106048584,0.49368682503700256,0.9521311521530151,0.7568224668502808,-0.9017544984817505,0.6628713607788086,1.2347917556762695,0.7994167804718018,-0.801396906375885,0.653789222240448,1.0996935367584229,0.6807242035865784,-1.0314801931381226,0.6859643459320068,1.2045108079910278,0.6976320147514343,-1.004263162612915,0.7349097728729248,0.8418135643005371,0.5805235505104065,-0.5725350975990295,0.9907184839248657,1.4957983493804932,0.7016711831092834,-0.2710129916667938,0.9658140540122986,0.6955910325050354,0.39198729395866394,-1.2878109216690063,0.9062949419021606,1.602038860321045,0.47635266184806824,0.7794369459152222,0.14113900065422058,0.7403084635734558,0.7449636459350586,-1.787002682685852,0.7869349718093872,1.6562023162841797,0.46831125020980835,2.0132482051849365,0.11633054912090302,0.7358666062355042,0.8417780995368958,-1.8329769372940063,0.6422407627105713,1.677738904953003,0.44903743267059326,2.2187211513519287,0.16156218945980072,0.7134148478507996,0.8655254244804382,-1.6556497812271118,0.6183817386627197,1.6731535196304321,0.46682724356651306,2.1643576622009277,0.18038377165794373,0.7666020393371582,0.8355865478515625,-1.7252864837646484,0.6424154043197632,1.6430689096450806,0.46527397632598877,2.02333402633667,0.18150652945041656,1.4174811840057373,0.038829367607831955,-0.04955092445015907,0.7320083379745483,1.8083137273788452,0.12362898886203766,0.05252395197749138,0.6695194840431213,1.7721047401428223,-0.3397482931613922,-0.010330623015761375,0.18210436403751373,2.1552250385284424,-0.24456265568733215,0.21954652667045593,0.10577140003442764,2.191650152206421,-0.7122591137886047,1.1606045961380005,0.021401342004537582,2.4464735984802246,-0.6866351962089539,1.001758098602295,0.05979118123650551,2.258486270904541,-0.7514070868492126,1.289039969444275,0.02642175368964672,2.4568026065826416,-0.7605352401733398,1.051494836807251,0.06819272041320801,2.30737042427063,-0.8734049201011658,0.815175473690033,0.04690022021532059,2.567450523376465,-0.8208257555961609,0.3511316180229187,0.04683227092027664
0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.233,1.2546321153640747,0.7065836191177368,-1.5251966714859009,0.48021313548088074,1.159045696258545,0.753864586353302,-1.5136330127716064,0.45230698585510254,1.1211068630218506,0.7467283606529236,-1.5151500701904297,0.4919964671134949,1.0834704637527466,0.7392356395721436,-1.5180082321166992,0.5034125447273254,1.2558766603469849,0.7746620774269104,-1.4965388774871826,0.5064094662666321,1.294101357460022,0.7838889360427856,-1.4966329336166382,0.49400201439857483,1.3324085474014282,0.7930684685707092,-1.498886227607727,0.474499374628067,1.0678679943084717,0.7307311296463013,-0.9995042681694031,0.6398284435272217,1.4059733152389526,0.8013444542884827,-0.8837530612945557,0.6384509205818176,1.2372537851333618,0.661361813545227,-1.2704451084136963,0.6656119227409363,1.3671073913574219,0.6908316016197205,-1.2439663410186768,0.7167812585830688,1.013188362121582,0.5804288983345032,-0.8353163599967957,0.9898632764816284,1.8797019720077515,0.6747722029685974,-0.01337888091802597,0.9657658934593201,0.5728689432144165,0.35316532850265503,-1.3851698637008667,0.9120343327522278,2.0479793548583984,0.24337713420391083,0.6322430372238159,0.1449570208787918,0.8126830458641052,0.8478659391403198,-1.2738274335861206,0.7900758981704712,2.2589969635009766,0.046955302357673645,0.5916308164596558,0.11550944298505783,0.856192946434021,0.8909047245979309,-1.3482307195663452,0.6356947422027588,2.349135637283325,-0.0322924479842186,0.6424352526664734,0.15819844603538513,0.8541005253791809,0.9328128695487976,-1.0512789487838745,0.6112878918647766,2.341867685317993,-0.011067286133766174,0.44850844144821167,0.17636685073375702,0.8787673711776733,0.8876691460609436,-1.1499792337417603,0.637798547744751,2.2727880477905273,0.011037319898605347,0.5143377780914307,0.17802540957927704,1.7288873195648193,-0.12131112068891525,-0.2641681134700775,0.7284055948257446,2.218914270401001,-0.017980320379137993,0.266194611787796,0.6696802973747253,1.986573576927185,-0.6519688963890076,-0.18775483965873718,0.17427191138267517,2.4806289672851562,-0.5323480367660522,0.4361295700073242,0.10248016566038132,2.1856613159179688,-1.148480772972107,1.1288796663284302,0.019742704927921295,2.5828237533569336,-1.103593111038208,1.2905266284942627,0.05630474537611008,2.1972339153289795,-1.214739203453064,1.2629733085632324,0.024650493636727333,2.565385341644287,-1.186063528060913,1.3674061298370361,0.06461028754711151,2.286522388458252,-1.3274264335632324,0.7389077544212341,0.04338502511382103,2.7115042209625244,-1.2792445421218872,0.7093951106071472,0.04373384639620781
0.266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
